election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,1979,Kerry,Killarney,Fianna Fáil,Jackie Healy-Rae,6,2005,18656,14244,14031,,"[2294, 0, -289, 0, 0, 0, 0]","[2294, 2294, 2005, 2005, 2005, 2005, 2005]"
Local Election,1979,Kerry,Killarney,Fianna Fáil,Tom Fleming,6,2005,18656,14244,14031,,"[2032, 0, 0, 0, 0, -27, 0]","[2032, 2032, 2032, 2032, 2032, 2005, 2005]"
Local Election,1979,Kerry,Killarney,Fine Gael,Christy McSweeney,6,2005,18656,14244,14031,,"[998, 103, 19, 64, 217, 2, 665]","[998, 1101, 1120, 1184, 1401, 1403, 2068]"
Local Election,1979,Kerry,Killarney,Fianna Fáil,P.J. Cronin,6,2005,18656,14244,14031,,"[1574, 70, 162, 26, 29, 16, 69]","[1574, 1644, 1806, 1832, 1861, 1877, 1946]"
Local Election,1979,Kerry,Killarney,Fine Gael,Paudie O'Connor,6,2005,18656,14244,14031,,"[1161, 147, 21, 26, 212, 1, 315]","[1161, 1308, 1329, 1355, 1567, 1568, 1883]"
Local Election,1979,Kerry,Killarney,Sinn Féin (Workers' Party),Redmond O'Sullivan,6,2005,18656,14244,14031,,"[1159, 165, 38, 50, 131, 2, 106]","[1159, 1324, 1362, 1412, 1543, 1545, 1651]"
Local Election,1979,Kerry,Killarney,Fine Gael,Tim Dennehy,6,2005,18656,14244,14031,,"[1086, 44, 9, 64, 180, 6, 0]","[1086, 1130, 1139, 1203, 1383, 1389, 0]"
Local Election,1979,Kerry,Killarney,Fine Gael,Tom Randles,6,2005,18656,14244,14031,,"[753, 88, 38, 16, 0, 0, 0]","[753, 841, 879, 895, 0, 0, 0]"
Local Election,1979,Kerry,Killarney,Labour Party,Joan Winter,6,2005,18656,14244,14031,,"[237, 115, 2, 0, 0, 0, 0]","[237, 352, 354, 0, 0, 0, 0]"
Local Election,1979,Kerry,Killorglin,Fianna Fáil,Mary O'Donoghue,6,1718,15620,12234,12019,,"[1811, -93, 0, 0, 0, 0]","[1811, 1718, 1718, 1718, 1718, 1718]"
Local Election,1979,Kerry,Killorglin,Fine Gael,Michael Connor-Scarteen,6,1718,15620,12234,12019,,"[1710, 1, 19, 0, 0, 0]","[1710, 1711, 1730, 1730, 1730, 1730]"
Local Election,1979,Kerry,Killorglin,Fianna Fáil,Thomas Cahill,6,1718,15620,12234,12019,,"[1408, 7, 67, 104, 47, 196]","[1408, 1415, 1482, 1586, 1633, 1829]"
Local Election,1979,Kerry,Killorglin,Fianna Fáil,Teddy O'Connor,6,1718,15620,12234,12019,,"[1141, 19, 36, 35, 41, 354]","[1141, 1160, 1196, 1231, 1272, 1626]"
Local Election,1979,Kerry,Killorglin,Independent,Mick O'Connell,6,1718,15620,12234,12019,,"[1098, 21, 77, 70, 206, 132]","[1098, 1119, 1196, 1266, 1472, 1604]"
Local Election,1979,Kerry,Killorglin,Fine Gael,Danny Kissane,6,1718,15620,12234,12019,,"[1189, 0, 78, 235, 27, 23]","[1189, 1189, 1267, 1502, 1529, 1552]"
Local Election,1979,Kerry,Killorglin,Fine Gael,Dan Barry,6,1718,15620,12234,12019,,"[1127, 19, 14, 60, 114, 21]","[1127, 1146, 1160, 1220, 1334, 1355]"
Local Election,1979,Kerry,Killorglin,Fianna Fáil,John Joe O'Brien,6,1718,15620,12234,12019,,"[1016, 14, 5, 3, 31, 0]","[1016, 1030, 1035, 1038, 1069, 0]"
Local Election,1979,Kerry,Killorglin,Sinn Féin,Tim Garvey,6,1718,15620,12234,12019,,"[577, 11, 24, 21, 0, 0]","[577, 588, 612, 633, 0, 0]"
Local Election,1979,Kerry,Killorglin,Fine Gael,Theresa Murphy,6,1718,15620,12234,12019,,"[516, 0, 67, 0, 0, 0]","[516, 516, 583, 0, 0, 0]"
Local Election,1979,Kerry,Killorglin,Labour Party,Sean Moriarty,6,1718,15620,12234,12019,,"[426, 1, 0, 0, 0, 0]","[426, 427, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Fine Gael,Gerard Lynch,6,2136,19867,15180,14950,,"[1610, 2, 32, 129, 107, 60, 214, 0, 0, 0]","[1610, 1612, 1644, 1773, 1880, 1940, 2154, 2154, 2154, 2154]"
Local Election,1979,Kerry,Listowel,Fianna Fáil,Kit Ahern,6,2136,19867,15180,14950,,"[1701, 3, 89, 30, 13, 84, 28, 92, 246, -150]","[1701, 1704, 1793, 1823, 1836, 1920, 1948, 2040, 2286, 2136]"
Local Election,1979,Kerry,Listowel,Fianna Fáil,Dan Kiely,6,2136,19867,15180,14950,,"[1546, 1, 27, 9, 6, 117, 109, 59, 108, 33]","[1546, 1547, 1574, 1583, 1589, 1706, 1815, 1874, 1982, 2015]"
Local Election,1979,Kerry,Listowel,Sinn Féin,Robert Beasley,6,2136,19867,15180,14950,,"[1521, 2, 16, 16, 9, 40, 56, 182, 137, 14]","[1521, 1523, 1539, 1555, 1564, 1604, 1660, 1842, 1979, 1993]"
Local Election,1979,Kerry,Listowel,Fianna Fáil,Noel Brassil,6,2136,19867,15180,14950,,"[1724, 18, 20, 2, 57, 6, 24, 31, 34, 13]","[1724, 1742, 1762, 1764, 1821, 1827, 1851, 1882, 1916, 1929]"
Local Election,1979,Kerry,Listowel,Fianna Fáil,Eamonn Walsh,6,2136,19867,15180,14950,,"[1296, 2, 64, 16, 0, 91, 18, 118, 189, 65]","[1296, 1298, 1362, 1378, 1378, 1469, 1487, 1605, 1794, 1859]"
Local Election,1979,Kerry,Listowel,Labour Party,John Joe O'Sullivan,6,2136,19867,15180,14950,,"[1331, 12, 8, 6, 126, 10, 48, 71, 158, 17]","[1331, 1343, 1351, 1357, 1483, 1493, 1541, 1612, 1770, 1787]"
Local Election,1979,Kerry,Listowel,Independent,Jack Larkin,6,2136,19867,15180,14950,,"[1028, 0, 46, 99, 14, 81, 57, 155, 0, 0]","[1028, 1028, 1074, 1173, 1187, 1268, 1325, 1480, 0, 0]"
Local Election,1979,Kerry,Listowel,Fine Gael,John F. Aherne,6,2136,19867,15180,14950,,"[737, 1, 7, 28, 20, 39, 170, 0, 0, 0]","[737, 738, 745, 773, 793, 832, 1002, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Fine Gael,Jeremiah O'Connor,6,2136,19867,15180,14950,,"[666, 1, 4, 36, 65, 33, 0, 0, 0, 0]","[666, 667, 671, 707, 772, 805, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Independent,Tom Sheehan,6,2136,19867,15180,14950,,"[573, 0, 18, 7, 1, 0, 0, 0, 0, 0]","[573, 573, 591, 598, 599, 0, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Fine Gael,Tom Lawlor,6,2136,19867,15180,14950,,"[410, 13, 2, 10, 0, 0, 0, 0, 0, 0]","[410, 423, 425, 435, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Fine Gael,Brendan Halloran,6,2136,19867,15180,14950,,"[395, 1, 11, 0, 0, 0, 0, 0, 0, 0]","[395, 396, 407, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Fianna Fáil,Tony O'Callaghan,6,2136,19867,15180,14950,,"[351, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[351, 352, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kerry,Listowel,Independent,Tom Dineen,6,2136,19867,15180,14950,,"[61, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[61, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kerry,Tralee,Fianna Fáil,Thomas McEllistrim,8,2249,29352,20525,20236,,"[3695, -1446, 0, 0, 0, 0, 0]","[3695, 2249, 2249, 2249, 2249, 2249, 2249]"
Local Election,1979,Kerry,Tralee,Fianna Fáil,Denis Foley,8,2249,29352,20525,20236,,"[3103, 0, -854, 0, 0, 0, 0]","[3103, 3103, 2249, 2249, 2249, 2249, 2249]"
Local Election,1979,Kerry,Tralee,Labour Party,Dick Spring,8,2249,29352,20525,20236,,"[2916, 0, 0, -667, 0, 0, 0]","[2916, 2916, 2916, 2249, 2249, 2249, 2249]"
Local Election,1979,Kerry,Tralee,Fine Gael,Michael Begley,8,2249,29352,20525,20236,,"[2240, 18, 0, 0, 0, 0, 0]","[2240, 2258, 2258, 2258, 2258, 2258, 2258]"
Local Election,1979,Kerry,Tralee,Fine Gael,John Blennerhassett,8,2249,29352,20525,20236,,"[1138, 202, 174, 215, 475, 515, -470]","[1138, 1340, 1514, 1729, 2204, 2719, 2249]"
Local Election,1979,Kerry,Tralee,Fianna Fáil,Michael Long,8,2249,29352,20525,20236,,"[1157, 558, 258, 53, 32, 228, 0]","[1157, 1715, 1973, 2026, 2058, 2286, 2286]"
Local Election,1979,Kerry,Tralee,Independent,James Courtney,8,2249,29352,20525,20236,,"[1972, 101, 42, 70, 48, 45, 0]","[1972, 2073, 2115, 2185, 2233, 2278, 2278]"
Local Election,1979,Kerry,Tralee,Fianna Fáil,Tom Fitzgerald,8,2249,29352,20525,20236,,"[1522, 280, 155, 25, 41, 14, 16]","[1522, 1802, 1957, 1982, 2023, 2037, 2053]"
Local Election,1979,Kerry,Tralee,Sinn Féin,Michael Horgan,8,2249,29352,20525,20236,,"[1054, 130, 102, 101, 60, 45, 40]","[1054, 1184, 1286, 1387, 1447, 1492, 1532]"
Local Election,1979,Kerry,Tralee,Fine Gael,Timothy Neligan,8,2249,29352,20525,20236,,"[812, 63, 15, 86, 65, 0, 0]","[812, 875, 890, 976, 1041, 0, 0]"
Local Election,1979,Kerry,Tralee,Fine Gael,Frank Gleasure,8,2249,29352,20525,20236,,"[627, 94, 108, 117, 0, 0, 0]","[627, 721, 829, 946, 0, 0, 0]"
Local Election,1979,Kildare,Athy,Labour Party,Joseph Bermingham,4,1156,9296,5969,5775,,[1519],[1519]
Local Election,1979,Kildare,Athy,Fianna Fáil,Martin Miley,4,1156,9296,5969,5775,,[1040],[1040]
Local Election,1979,Kildare,Athy,Fine Gael,Reggie Lalor,4,1156,9296,5969,5775,,[603],[603]
Local Election,1979,Kildare,Athy,Labour Party,Michael Cullen,4,1156,9296,5969,5775,,[535],[535]
Local Election,1979,Kildare,Athy,Independent,Megan Maguire,4,1156,9296,5969,5775,,[445],[445]
Local Election,1979,Kildare,Athy,Fianna Fáil,Brian O'Doherty,4,1156,9296,5969,5775,,[402],[402]
Local Election,1979,Kildare,Athy,Fine Gael,Philip Hennessy,4,1156,9296,5969,5775,,[352],[352]
Local Election,1979,Kildare,Athy,Fianna Fáil,James Behan,4,1156,9296,5969,5775,,[338],[338]
Local Election,1979,Kildare,Athy,Independent,Jack McKenna,4,1156,9296,5969,5775,,[272],[272]
Local Election,1979,Kildare,Athy,Fine Gael,Patrick Cleary,4,1156,9296,5969,5775,,[269],[269]
Local Election,1979,Kildare,Clane,Fine Gael,Bernard Durkan,7,1555,20587,12671,12436,,[1558],[1558]
Local Election,1979,Kildare,Clane,Fine Gael,Sean Reilly,7,1555,20587,12671,12436,,[1264],[1264]
Local Election,1979,Kildare,Clane,Fianna Fáil,Terence Boylan,7,1555,20587,12671,12436,,[1150],[1150]
Local Election,1979,Kildare,Clane,Labour Party,Emmet Stagg,7,1555,20587,12671,12436,,[1008],[1008]
Local Election,1979,Kildare,Clane,Fianna Fáil,Gerry Brady,7,1555,20587,12671,12436,,[873],[873]
Local Election,1979,Kildare,Clane,Fianna Fáil,Austin Groome,7,1555,20587,12671,12436,,[842],[842]
Local Election,1979,Kildare,Clane,Fine Gael,Jim Gallagher,7,1555,20587,12671,12436,,[759],[759]
Local Election,1979,Kildare,Clane,Fianna Fáil,Michael Fitzpatrick,7,1555,20587,12671,12436,,[720],[720]
Local Election,1979,Kildare,Clane,Independent,Tony McEvoy,7,1555,20587,12671,12436,,[690],[690]
Local Election,1979,Kildare,Clane,Fianna Fáil,Michael McGreevy,7,1555,20587,12671,12436,,[523],[523]
Local Election,1979,Kildare,Clane,Fine Gael,Seamus Langan,7,1555,20587,12671,12436,,[521],[521]
Local Election,1979,Kildare,Clane,Labour Party,Ciaran Hynes,7,1555,20587,12671,12436,,[503],[503]
Local Election,1979,Kildare,Clane,Fine Gael,Kitty Clancy,7,1555,20587,12671,12436,,[502],[502]
Local Election,1979,Kildare,Clane,Fianna Fáil,Maura Byrne,7,1555,20587,12671,12436,,[446],[446]
Local Election,1979,Kildare,Clane,Sinn Féin (Workers' Party),Colm Purcell,7,1555,20587,12671,12436,,[437],[437]
Local Election,1979,Kildare,Clane,Fianna Fáil,Richard Flanagan,7,1555,20587,12671,12436,,[315],[315]
Local Election,1979,Kildare,Clane,Labour Party,Jim Reilly,7,1555,20587,12671,12436,,[278],[278]
Local Election,1979,Kildare,Clane,Labour Party,Patrick Scally,7,1555,20587,12671,12436,,[50],[50]
Local Election,1979,Kildare,Kildare,Fine Gael,Patrick Hyland,5,1232,12631,7563,7387,,[1122],[1122]
Local Election,1979,Kildare,Kildare,Fianna Fáil,Paddy Aspell,5,1232,12631,7563,7387,,[905],[905]
Local Election,1979,Kildare,Kildare,Fianna Fáil,Jimmy O'Loughlin,5,1232,12631,7563,7387,,[854],[854]
Local Election,1979,Kildare,Kildare,Fine Gael,Michael McWey,5,1232,12631,7563,7387,,[842],[842]
Local Election,1979,Kildare,Kildare,Labour Party,Kieran Coleman,5,1232,12631,7563,7387,,[728],[728]
Local Election,1979,Kildare,Kildare,Fianna Fáil,Jack Hickey,5,1232,12631,7563,7387,,[726],[726]
Local Election,1979,Kildare,Kildare,Fianna Fáil,Andy Mahon,5,1232,12631,7563,7387,,[562],[562]
Local Election,1979,Kildare,Kildare,Fianna Fáil,Josie Robotham,5,1232,12631,7563,7387,,[538],[538]
Local Election,1979,Kildare,Kildare,Fine Gael,Thomas Byrne,5,1232,12631,7563,7387,,[431],[431]
Local Election,1979,Kildare,Kildare,Labour Party,Edward O'Rourke,5,1232,12631,7563,7387,,[337],[337]
Local Election,1979,Kildare,Kildare,Fine Gael,Patrick Walshe,5,1232,12631,7563,7387,,[187],[187]
Local Election,1979,Kildare,Kildare,Independent,Oliver Fitzpatrick,5,1232,12631,7563,7387,,[115],[115]
Local Election,1979,Kildare,Naas,Fianna Fáil,John O'Neill,5,1667,17201,10190,9998,,[1771],[1771]
Local Election,1979,Kildare,Naas,Fianna Fáil,Charlie McCreevy,5,1667,17201,10190,9998,,[1632],[1632]
Local Election,1979,Kildare,Naas,Fine Gael,Patsy Lawlor,5,1667,17201,10190,9998,,[1389],[1389]
Local Election,1979,Kildare,Naas,Fine Gael,Michael Nolan,5,1667,17201,10190,9998,,[864],[864]
Local Election,1979,Kildare,Naas,Labour Party,Timmy Conway,5,1667,17201,10190,9998,,[645],[645]
Local Election,1979,Kildare,Naas,Labour Party,Colm Feeney,5,1667,17201,10190,9998,,[622],[622]
Local Election,1979,Kildare,Naas,Fianna Fáil,William Callaghan,5,1667,17201,10190,9998,,[601],[601]
Local Election,1979,Kildare,Naas,Fianna Fáil,Paddy Burke,5,1667,17201,10190,9998,,[466],[466]
Local Election,1979,Kildare,Naas,Fine Gael,Ger Grehan,5,1667,17201,10190,9998,,[445],[445]
Local Election,1979,Kildare,Naas,Independent,Michael Lawlor,5,1667,17201,10190,9998,,[428],[428]
Local Election,1979,Kildare,Naas,Independent,Michael Murphy,5,1667,17201,10190,9998,,[398],[398]
Local Election,1979,Kildare,Naas,Independent,Donal Corcoran,5,1667,17201,10190,9998,,[332],[332]
Local Election,1979,Kildare,Naas,Independent,Patrick O'Neill,5,1667,17201,10190,9998,,[270],[270]
Local Election,1979,Kildare,Naas,Sinn Féin (Workers' Party),Myles McGrath,5,1667,17201,10190,9998,,[135],[135]
Local Election,1979,Kilkenny,Ballyragget,Fianna Fáil,Martin Fitzpatrick,5,981,8165,6011,5882,,"[846, 86, 51, 0, 0, 0, 0, 0, 0, -2]","[846, 932, 983, 983, 983, 983, 983, 983, 983, 981]"
Local Election,1979,Kilkenny,Ballyragget,Fine Gael,Mary Hilda Cavanagh,5,981,8165,6011,5882,,"[654, 52, 52, 70, 9, 172, 0, 0, -28, 0]","[654, 706, 758, 828, 837, 1009, 1009, 1009, 981, 981]"
Local Election,1979,Kilkenny,Ballyragget,Fianna Fáil,John Murphy,5,981,8165,6011,5882,,"[788, 17, 8, 61, 7, 52, 88, -40, 0, 0]","[788, 805, 813, 874, 881, 933, 1021, 981, 981, 981]"
Local Election,1979,Kilkenny,Ballyragget,Labour Party,Dick Brennan,5,981,8165,6011,5882,,"[542, 1, 56, 7, 215, 5, 132, 2, 1, 4]","[542, 543, 599, 606, 821, 826, 958, 960, 961, 965]"
Local Election,1979,Kilkenny,Ballyragget,Fianna Fáil,Eddie Brennan,5,981,8165,6011,5882,,"[584, 22, 0, 5, 19, 37, 222, 0, 0, 32]","[584, 606, 606, 611, 630, 667, 889, 889, 889, 921]"
Local Election,1979,Kilkenny,Ballyragget,Fine Gael,Thomas Coogan,5,981,8165,6011,5882,,"[540, 2, 4, 30, 58, 194, 60, 0, 27, 4]","[540, 542, 546, 576, 634, 828, 888, 888, 915, 919]"
Local Election,1979,Kilkenny,Ballyragget,Fianna Fáil,Charles Brennan,5,981,8165,6011,5882,,"[523, 5, 2, 6, 20, 5, 0, 0, 0, 0]","[523, 528, 530, 536, 556, 561, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Ballyragget,Fine Gael,Kieran Brennan,5,981,8165,6011,5882,,"[415, 4, 5, 65, 3, 0, 0, 0, 0, 0]","[415, 419, 424, 489, 492, 0, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Ballyragget,Labour Party,Tom O'Shea,5,981,8165,6011,5882,,"[290, 1, 49, 3, 0, 0, 0, 0, 0, 0]","[290, 291, 340, 343, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Ballyragget,Fine Gael,Seamus Butler,5,981,8165,6011,5882,,"[257, 2, 1, 0, 0, 0, 0, 0, 0, 0]","[257, 259, 260, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Ballyragget,Labour Party,William Holmes,5,981,8165,6011,5882,,"[225, 15, 0, 0, 0, 0, 0, 0, 0, 0]","[225, 240, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Ballyragget,Fianna Fáil,Tony Fitzpatrick,5,981,8165,6011,5882,,"[218, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[218, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1979,Kilkenny,Kilkenny,Fine Gael,Kieran Crotty,8,1265,16547,11553,11377,,"[1917, -652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1917, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265]"
Local Election,1979,Kilkenny,Kilkenny,Fianna Fáil,Michael Lanigan,8,1265,16547,11553,11377,,"[1276, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0]","[1276, 1276, 1276, 1276, 1276, 1276, 1276, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265]"
Local Election,1979,Kilkenny,Kilkenny,Labour Party,Séamus Pattison,8,1265,16547,11553,11377,,"[1213, 95, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1213, 1308, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265, 1265]"
Local Election,1979,Kilkenny,Kilkenny,Fine Gael,Thomas Hogan,8,1265,16547,11553,11377,,"[865, 70, 3, 16, 8, 26, 75, 34, 14, 47, 0, 138, 0, -31, 0, 0]","[865, 935, 938, 954, 962, 988, 1063, 1097, 1111, 1158, 1158, 1296, 1296, 1265, 1265, 1265]"
Local Election,1979,Kilkenny,Kilkenny,Fianna Fáil,Michael McGuinness,8,1265,16547,11553,11377,,"[939, 57, 4, 5, 3, 9, 2, 20, 61, 66, 4, 8, 25, 0, 81, 0]","[939, 996, 1000, 1005, 1008, 1017, 1019, 1039, 1100, 1166, 1170, 1178, 1203, 1203, 1284, 1284]"
Local Election,1979,Kilkenny,Kilkenny,Fine Gael,Margaret Tynan,8,1265,16547,11553,11377,,"[429, 93, 6, 1, 13, 27, 12, 100, 11, 7, 1, 135, 194, 24, 161, 20]","[429, 522, 528, 529, 542, 569, 581, 681, 692, 699, 700, 835, 1029, 1053, 1214, 1234]"
Local Election,1979,Kilkenny,Kilkenny,Labour Party,Thomas Martin,8,1265,16547,11553,11377,,"[621, 72, 7, 46, 9, 29, 5, 32, 13, 14, 1, 23, 28, 3, 135, 36]","[621, 693, 700, 746, 755, 784, 789, 821, 834, 848, 849, 872, 900, 903, 1038, 1074]"
